vue-clusters	34	2	defaults,partial,runtimeoptions,declcode,propsruntimedecl,emitsruntimedecl	出處只有 2 則
vue-clusters	35	2	vnodemounthook,onvue,vnodeupdatehook,beforemount,ref_key,ref_for	出處只有 2 則
vue-clusters	36	2	lts,node_version,days,sodatea,wdyt,few	出處只有 2 則
vue-clusters	37	1	newdepids,tmp,depids,newdeps,deps,certainly	出處只有 1 則
vue-clusters	38	1	currency,places,param,sign,decimals,english	出處只有 1 則
vue-clusters	39	1	globalid,increaseid,nextidmap,allnode,allocate,prefixes	出處只有 1 則
nestjs-clusters	33	2	head,rawsql,prev,counter,versionsegment,capturedentries	出處只有 2 則
nestjs-clusters	34	2	binding,d1resultswithcolumnnames,nestedscope,interpretnode,expr,d1response	出處只有 2 則
nestjs-clusters	35	2	rfc,generable,org,vexes,wiktionary,rfc6648	出處只有 2 則
nestjs-clusters	36	2	computereferentialactionline,setnull,ondelete,onupdate,testing,optionnal	出處只有 2 則
nestjs-clusters	37	1	typenamewithoutnamespace,jsoutputtypetoinputtype,typename,typenameparts,mappedinputtypename,involved	出處只有 1 則
nestjs-clusters	38	1	pmspec,separatorpos,substr,substring,useragent,pmfromuseragent	出處只有 1 則
nestjs-clusters	39	1	extracted,out,class,client,from	出處只有 1 則
rails-clusters	25	2	view_context,shard_keys,connection_class_for_self,implementation,detail,though	出處只有 2 則
rails-clusters	26	2	parent_name,capital,camelize,lhs_class,inflector,singularize	出處只有 2 則
rails-clusters	27	2	fixing,mb_chars,f7fd52b2559b83d7846b684688192279804319,pray,skip_spring,rafaelfranca	出處只有 2 則
rails-clusters	28	1	predicates,whereclause,other_predicates,concat,convinced,clone	出處只有 1 則
rails-clusters	29	1	search_schema_cache,schema_csv,schema_search_path,drop_schema,schema_name,useless	出處只有 1 則
rails-clusters	30	1	generated_type,to_boolean,peculiar,adamant,auto_incremented_by_db,rowid	出處只有 1 則
rails-clusters	31	1	packages,curl,lol,dockerfile_deploy_packages,deploy_package_for_database,healthcheck	出處只有 1 則
rails-clusters	32	1	connamespace,conname,regnamespace,pg_constraint,activerecord_unittest,fk_rails_94423a17a3	出處只有 1 則
rails-clusters	33	1	parallel_executor,worth_parallelizing,should_parallelize,worthy,judgement,parallelizewhensuitableexecutor	出處只有 1 則
rails-clusters	34	1	req,tmp_params,encode_parameters_and_validate,query_parameters,request_parameters,path_parameters	出處只有 1 則
rails-clusters	35	1	loaders,preloaders,child_preloaders,grep_v,group_and_load_similar,preloader	出處只有 1 則
rails-clusters	36	1	bird,canary,total_count,parrot,find_by,color	出處只有 1 則
rails-clusters	37	1	_prefix,_suffix,store_accessor,settings,servants,two_factor_auth	出處只有 1 則
rails-clusters	38	1	subscription_rejected,transmit_subscription_confirmation,reject_subscription,transmitted,subscribe_to_channel,defer_subscription_confirmation	出處只有 1 則
rails-clusters	39	1	extrawhitespace,autocmd,whitespace,red,match,highlight	出處只有 1 則
react-clusters	30	2	unstable_,slashidx,queryidx,startindex,functionname,description	出處只有 2 則
react-clusters	31	2	commitdatum,effectduration,passiveeffectduration,giphy,commitdurations,media1	出處只有 2 則
react-clusters	32	2	hasmore,ispreviousdata,preparetohydratehostinstance,preparetohydratehosttextinstance,preparetohydratehostsuspenseinstance,warndeletenexthydratableinstance	出處只有 2 則
react-clusters	33	2	mutationoptions,b4675,damianosipiuk,useinfinitequeryreturntype,usemutationreturntype,vuemutationoptions	出處只有 2 則
react-clusters	34	1	neweventtime,neweventtype,resolveeventtimestamp,resolveeventtype,blockingeventtime,blockingeventrepeattime	出處只有 1 則
react-clusters	35	1	leadingcomments,parentleadingcomments,statementparent,error_codes,adj,noun	出處只有 1 則
react-clusters	36	1	unstable_getcurrenteventpriority,fabricmeasure,measureinwindow,fabricmeasureinwindow,measurelayout,fabricmeasurelayout	出處只有 1 則
react-clusters	37	1	versionflags,reactprioritylevels,reactprioritylevelstype,reacttypeofsideeffecttype,worktagmap,getinternalreactconstants	出處只有 1 則
react-clusters	38	1	unstable_shouldyield,unstable_cancelcallback,unstable_wrapcallback,unstable_getcurrentprioritylevel,shouldyieldtohost,nvm	出處只有 1 則
react-clusters	39	1	reactdatatracker,index,newdatasources,entity,writers,datasources	出處只有 1 則
common-clusters	28	2	ts5076,parentheses,operations,visually,typeassertions,nonnullassertions	出處只有 2 則
common-clusters	29	2	count,argumentinfo,aughta,argumentcount,invocation,signaturehelp	出處只有 2 則
common-clusters	30	2	namespacesymbol,variableorparameterdeclaration,symboldeclaration,valuedeclaration,containerisclass,symboldeclarationpos	出處只有 2 則
common-clusters	31	2	typeacquisition,proj,extendedconfigpath,infertypings,watchoptions,enable	出處只有 2 則
common-clusters	32	2	usagecontext,isconstructor,callcontexts,checker,mdash,fallback	出處只有 2 則
common-clusters	33	2	jsfilepath,tempcount,declarationfilepath,sourcemapfilepath,declarationmappath,options	出處只有 2 則
common-clusters	34	1	downcast,groupname,datadowncast,editingdowncast,testdowncast,conversiontest2	出處只有 1 則
common-clusters	35	1	writetypes,firsttype,writetype,man,pain,silly	出處只有 1 則
common-clusters	36	1	destemitnode,leadingcomments,emitnode,trailingcomments,tokensourcemapranges,sourceemitnode	出處只有 1 則
common-clusters	37	1	setdisabled,ariya,hall,emittokenwithsourcemap,getsourcemappingurl,shame	出處只有 1 則
common-clusters	38	1	testconfig,runners,handletestconfig,test,length,won	出處只有 1 則
common-clusters	39	1	baseconstructortype,unknowntype,nullwideningtype,isconstructortype,_0_is_referenced_directly_or_indirectly_in_its_own_base_expression,resolvedbaseconstructortype	出處只有 1 則
